id,authors,status,classification,title,content,fact,references,source_issue,source_link,picture1,picture2,tanggal,tags,conclusion,claim_review,media
474,Detik,Non-Hoax,,Bawaslu Catat Ada 347 Pelanggaran Pemilu Jelang Hari Pencoblosan,,,,,,,,,,,,
475,Detik,Non-Hoax,,Habib Rizieq Ajak Jemaah Pilin AMIN dan Caleg Partai Perdukung,,,,,,,,,,,,
476,ANTARA News,Hoax,CekFakta,Kades di NTB Diamuk Massa karena Lakukan Kecurangan Pemilu,"Jakarta (ANTARA/JACX) – Sebuah unggahan video TikTok menarasikan Menteri Keuangan Sri Mulyani menjelaskan terkait utang negara pada sidang sengketa pemilu di Mahkamah Konstitusi (MK).

Berikut transkrip dalam video Sri Mulyani tersebut:

“ngutang saya ngutang tapi sampai 8000 triliun mikir nggak anak cucu yang nanggung, 02 mana mikir kesitu. Bapak VT saya banyak loh yang mengungkap tentang utang negara, bahkan kalau saya live saya selalu bahas tentang utnag negara. Ya mungkin bapak yang tidak paham tentang utang negara, saya akan jelaskan sekali lagi ya mumpung saya lagi ada semangat untuk menjelaskan supaya bapak tidak berpikiran jahat terhadap pemerintah. Jadi begini pak, utang negara setiap negara ingin mengajukan utang kepada IMF atau world bank atau kepada negara-negara lain ya gitu. Maka harus disepakati oleh wakil-wakil bapak di DPR RI. Presiden tidak bisa memutuskan segala sesuatunya sendirian, dan DPR punya peraturan bahwa negara tidak boleh berhutang yang mana pembayarannya cicilannya itu elebihi 60 persen dari penghasilan negara. Sejak bapak Jokowi menjadi presiden, utang kita tidak sampai 35 persen artinya jauh dari batas maksimal berhutang yang ditentukan oleh DPR RI yaitu 60 persen. Artinya kita masih diambang aman. Indonesia juga terkenal dengan negara yang utangnya sedikit dibanding dengan Jepang Amerika yang sampai 200 persen dari PDB nya. Tahun lalu bapak Jokowi sudah melunasi utang warisan sebanyak 7000 triliun,”

Namun, benarkah video Sri Mulyani memaparkan utang negara di sidang MK?

","Berdasarkan penelusuran, video Menteri Keuangan Sri Mulyani disidang MK dapat dilihat dalam unggahan YouTube KompasTV berjudul “[FULL] Menkeu Sri Mulyani soal Tudingan &#39;Automatic Adjustment&#39; Biayai Bansos: Saya Tegaskan, Tidak”. Dalam sidang tersebut, Sri Mulyani tidak memaparkan terkait utang negara, melainkan bansos.

Menteri Keuangan Sri Mulyani diketahui menghadiri sidang sengketa Pilpres 2024, yang digelar Mahkamah Konstitusi pada hari ini Jumat, 5 April 2024, menghadirkan bersama ketiga menteri lainnya, yakni Menko Pembangunan Manusia dan Kebudayaan Muhadjir Effendy, Menko Perekonomian Airlangga Hartarto, dan Menteri Sosial Tri Rismaharini.

Keempat menteri tersebut tampil sebagai saksi menjelaskan tentang bansos Jokowi, yang dianggap tim hukum pasangan Anies-Muhaimin dan Ganjar-Mahfud menguntungkan Prabowo-Gibran, karena diberikan menjelang Pilpres. Dalam kesempatan itu, Sri Mulyani memberikan sejumlah keterangan penting terkait asal alokasi dana kunjungan presiden dan dana bantuan kemasyarakatan dari presiden.

Sri Mulyani memaparkan beberapa poin seperti sumber dana bantuan kemasyarakatan dari presiden bukan bagian dari Perlinsos, perbandingan jumlah dana operasional presiden dari tahun ke tahun, membantah memblokir anggaran kementerian demi pembiayaan bansos dan menjamin proses APBN 2024 tidak terpengaruh oleh kontestasi Pemilu 2024.

Dengan demikian, narasi video suara Sri Mulyani memaparkan utang negara disidang MK merupakan hoaks.

Klaim: Video Sri Mulyani memaparkan utang negara pada sidang MK

Rating: Hoaks

Pewarta: Tim JACX

Editor: Indriani

Copyright © ANTARA 2024

","https://vt.tiktok.com/ZSFbGEom1/
https://www.youtube.com/watch?v=rQ0jW-QvMOs
",,,https://img.antaranews.com/cache/730x487/2024/04/11/WhatsApp-Image-2024-04-11-at-00.33.58.jpeg,,4/13/2024,"cekfakta, antara, cekfakta-antara, antihoaks, sri mulyani, hoaks sri mulyani, anies baswedan, hoaks anies, hoax anies",,"[{'claim_date_published': '2024-04-13', 'claim_url': 'https://www.antaranews.com/berita/4056039/hoaks-video-sri-mulyani-jelaskan-utang-negara-pada-sidang-mk', 'claim_title': 'Hoaks! Video Sri Mulyani jelaskan utang negara pada sidang MK', 'claim_author_name': 'ANTARA News', 'claim_rating_value': '1', 'claim_author_type': '1', 'claimed_item_author_name': 'ANTARA News', 'claimed_item_author_type': '1', 'claimed_item_url': 'https://www.antaranews.com/berita/4056039/hoaks-video-sri-mulyani-jelaskan-utang-negara-pada-sidang-mk', 'claimed_item_published_date': '2024-04-13'}]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
477,ANTARA News,Hoax,CekFakta,KPU Memajukan Jadwal Penetapan Hasil Pemilu 2024 pada 28 Februari,"Jakarta (ANTARA/JACX) – Sebuah unggahan video YouTube menarasikan bahwa hasil gugatan hasil sengketa pemilu yang diajukan pasangan calon presiden dan wakil presiden nomor urut satu dan nomor urut tiga yakni Anies Baswedan-Muhaimin Iskandar serta Ganjar Pranowo - Mahfud Md ke Mahkamah Konstitusi (MK) tersebut dikabulkan.

Oleh karena itu, MK memerintahkan akan dilakukan pemungutan suara Pilpres 2024 resmi digelar ulang pada awal April 2024.

Diketahui, Anies-Muhaimin memohon MK mendiskualifikasi pasangan calon presiden dan wakil presiden Prabowo Subianto-Gibran Rakabuming Raka sebagai peserta Pilpres 2024. Keduanya turut meminta MK memerintahkan kepada KPU melakukan pemungutan suara ulang Pilpres 2024 tanpa mengikutsertakan Prabowo-Gibran.

Sementara itu, pasangan Ganjar-Mahfud memohon MK membatalkan Keputusan KPU Nomor 360 Tahun 2024 tentang Penetapan Hasil Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024.

Berikut narasi dalam unggahan tersebut:

“GAGAL HARAPAN JADI PRESIDEN !! BEN4R² KABAR BUR&#39;UK || KUBU 01 INGINKAN PEMILU DIULANG

RESMI PEMILU DIGELAR ULANG”

Namun, benarkah Pemilu 2024 resmi digelar ulang?

","MK membuka tahapan penyampaian kesimpulan dalam bagian penanganan perkara Perselisihan Hasil Pemilihan Umum (PHPU) Pilpres 2024 setelah berakhirnya tahapan persidangan perkara tersebut.

Ketua Mahkamah Konstitusi Suhartoyo mengatakan tahapan penyampaian kesimpulan dalam persidangan PHPU Pilpres sebelumnya tidak diwajibkan. Namun, pada perkara PHPU Pilpres 2024, ada banyak dinamika yang berbeda dari sebelumnya sehingga MK mengakomodasi penyampaian hal-hal yang bersifat krusial dan penyerahan berkas yang masih tertinggal melalui tahapan tersebut.

Hakim MK Enny Nurbaningsih menjelaskan batas terakhir penyampaian kesimpulan adalah tanggal 16 April 2024 pukul 16.00 WIB. Tahapan ini dibuka bagi para pihak yang bersedia memberikan kesimpulannya dan tidak diwajibkan.

Diketahui, rangkaian pemeriksaan sengketa Perselisihan Hasil Pilpres 2024 telah selesai. Mahkamah Konstitusi (MK) selanjutnya akan membacakan putusan pada 22 April 2024 mendatang.

Dengan demikian, klaim Pemilu 2024 resmi digelar ulang adalah keliru. Hingga saat ini, MK belum mengeluarkan hasil sidang perkara pemilu 2024.

Klaim: Pilpres resmi digelar ulang pada awal April 2024

Rating: Hoaks

Pewarta: Tim JACX

Editor: Indriani

Copyright © ANTARA 2024

","https://www.youtube.com/watch?v=Vs4BTna_hHU
",,,https://img.antaranews.com/cache/730x487/2024/04/07/WhatsApp-Image-2024-04-07-at-14.54.34.jpeg,,4/7/2024,"cekfakta, antara, cekfakta-antara, antihoaks, hoaks pemilu 2024, pemilu 2024, keputusan MK, sidang MK",,"[{'claim_date_published': '2024-04-07', 'claim_url': 'https://www.antaranews.com/berita/4049325/hoaks-pilpres-resmi-digelar-ulang-pada-awal-april-2024', 'claim_title': 'Hoaks! Pilpres resmi digelar ulang pada awal April 2024', 'claim_author_name': 'ANTARA News', 'claim_rating_value': '1', 'claim_author_type': '1', 'claimed_item_author_name': 'ANTARA News', 'claimed_item_author_type': '1', 'claimed_item_url': 'https://www.antaranews.com/berita/4049325/hoaks-pilpres-resmi-digelar-ulang-pada-awal-april-2024', 'claimed_item_published_date': '2024-04-07'}]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
478,Mafindo,Hoax,Misleading Content,"Optimis Menang Pemilu 2024, Puan: Kita Bersama Wong Licik”","PEMBERITAHUAN

Bahwa Pemilu 2024 sudah tidak menggunakan undangan fisik, melainkan perindividu dapat mengeceknya di :

https://cekdptonline.kpu.go.id/

Cara pengecekan:

1. Buka https://cekdptonline.kpu.go.id/

2. Masukan NIK

3. Klik “Pencarian”

4. Setelah klik “Pencarian”, akan muncul nama Bapak/Ibu beserta nomor TPS tempat Bapak/ Ibu menyoblos","Beredar informasi di WhatsApp Grup yang menginformasikan jika Pemilu 2024 tidak lagi menggunakan undangan fisik. Pada pesan tersebut dijelaskan bahwa Komisi Pemilihan Umum Republik Indonesia (KPU RI) tidak membagikan undangan fisik lagi, namun diganti dengan mengecek secara mandiri di laman https://cekdptonline.kpu.go.id/.

Faktanya, Informasi tersebut tidak benar. Dilansir dari Instagram resmi Komisi Pemilihan Umum Republik Indonesia (KPU RI), mengatakan jika Pemilu 2024 masih menggunakan form model C pemberitahuan/ undangan fisik.

Dikutip dari cnnindonesia.com, surat pemberitahuan pemilih tetap akan dikirim secara fisik kepada setiap warga yang terdaftar di Daftar Pemilih Tetap (DPT) Pemilu 2024. Anggota KPU Idham Holik menyampaikan surat pemberitahuan itu akan dikirim Kelompok Penyelenggara Pemungutan Suara (KPPS) paling lambat tiga hari sebelum haru pencoblosan pada 14 Februari 2024.

Sedangkan laman cekdptonline.kpu.go.id, digunakan untuk mengecek status kepesertaannya dalam Daftar Pemilih Tetap (DPT) dan memastikan bahwa mereka terdaftar sebagai pemilih.","https://cekdptonline.kpu.go.id

https://www.cnnindonesia.com/nasional/20240206201251-617-1059503/kpu-surat-fisik-undangan-dikirim-ke-pemilih-paling-lambat-h-3-coblos/amp

https://www.instagram.com/p/C3CVCkPh1IA/?igsh=MXN0eThoOWRueHZibA==

https://www.instagram.com/p/C24zc6FBxkb/?igsh=MTBsZDI1amttb2ZoOQ==

https://www.kompas.tv/lifestyle/481740/cara-cek-dpt-online-pakai-hp-di-cekdptonline-kpu-go-id",WhatsApp,https://archive.cob.web.id/archive/1707450473.466735/index.html,https://turnbackhoax.id/wp-content/uploads/2024/02/img_20240209_104625-1-975x1024.jpg,,2/10/2024,"cekfakta, tbh, Themes: politic, tools: text, sc: wa, tc: others, fu: fc, evidence: url, scope: domestic, actors: govt","Informasi kurang tepat. Dilansir dari Instagram resmi Komisi Pemilihan Umum Republik Indonesia (KPU RI), mengatakan jika Pemilu 2024 masih menggunakan form model C pemberitahuan/ undangan fisik.",[],"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
479,Detik,Non-Hoax,,Mengapa Pemilu Harus Jujur dan Adil?,,,,,,,,,,,,
480,Tempo,Hoax,CekFakta,"Jadi Olok-Olokan Internasional: Di Indonesia, Hasil Pemilu Sudah Diketahui Sebelum Pelaksanaan","

Sebuah video beredar di Facebook akun  <a href=""https://www.facebook.com/syahril.yeng.5/posts/pfbid02DC8vwPo5aMbcP8jT7gjbtQk5cWV3ndhrbH68sVbbDmoK8Q6gYxAJcRyUj72Hb5t2l"">ini</a>  [ <a href=""https://megalodon.jp/2024-0330-1428-50/https://www.facebook.com:443/syahril.yeng.5/videos/395197969912677"">arsip</a> ], <a href=""https://www.facebook.com/groups/98504498425/?multi_permalinks=10161253942188426&amp;hoisted_section_header_type=recently_seen""> ini</a>, dan  <a href=""https://www.facebook.com/groups/962919028190018/?multi_permalinks=1137942150687704&amp;hoisted_section_header_type=recently_seen"">ini</a>, serta di  <a href=""https://twitter.com/H4T14K4LN4L42/status/1773733887476425158"">Twitter</a>, dengan narasi bahwa putusan Mahkamah Konstitusi (MK) tentang sengketa Pilpres 2024 telah keluar. Selain itu, terdapat klaim bahwa hakim MK memutuskan mendiskualifikasi pasangan capres-cawapres nomor urut 02, Prabowo Subianto-Gibran Rakabuming Raka, dari perhelatan Pilpres 2024.

Video itu memperlihatkan Ketua MK Suhartoyo sedang memimpin sidang sengketa Pemilihan Presiden dan Wakil Presiden (Pilpres) 2024. Suara dalam video dikatakan sebagai bacaan keputusan MK, yakni pertama mengabulkan seluruh permohonan pemohon dengan mendiskualifikasi Prabowo-Gibran serta membatalkan Keputusan KPU Nomor 1632 Tahun 2023 tentang Penetapan Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024.

Berikut narasi yang disertakan: *alhamdulilah. akhirnya paslon 02 prabowo-gibran didiskualifikasi dan ada pemilu ulang... makasih yaa allah... mahkamah konstitusi... mari saudaraku viralkan ke seantero negeri dan dunia. allahu akbar....!!!* 



Namun, benarkah video itu memperlihatkan hakim MK yang sedang membacakan putusan kasus sengketa Pilpres 2024?&nbsp;","

Tempo memverifikasi narasi itu dengan mencari sumber video, menggunakan mesin pencari Google. Ditemukan sejumlah informasi terverifikasi mengenai video yang beredar tersebut.

Berikut hasil penelusurannya:

Verifikasi Video



Video yang beredar memperlihatkan Hakim MK Suhartoyo di ruang sidang serta teks berisi sejumlah poin. Video Suhartoyo dalam konten tersebut sama dengan siaran langsung  <a href=""https://www.youtube.com/watch?v=i-x_VvmcFC8"">saluran YouTube Mahkamah Konstitusi RI</a>, tertanggal 27 Maret 2024.

Sesungguhnya Suhartoyo dalam video itu tidak sedang membacakan putusan hakim. Video itu memperlihatkan tahap Penyampaian Permohonan Pemohon dari rangkaian proses sengketa hasil Pilpres 2024 di MK, bukan sidang pembacaan putusan.



Sementara teks dan suara dalam video yang beredar, sama dengan unggahan saluran  <a href=""https://www.youtube.com/watch?v=8maIVsUoGP0"">YouTube Metro TV</a>, tertanggal 27 Maret 2024. Video itu memperlihatkan pembacaan tuntutan oleh Bambang Widjojanto terkait sengketa Pilpres 2024 di MK.

Bambang adalah mantan Wakil Ketua Komisi Pemberantasan Korupsi (KPK) yang kini menjadi bagian dari tim hukum pasangan capres-cawapres Anies Baswedan-Muhaimin Iskandar dalam sengketa Pilpres 2024.

Sembilan poin tuntutan yang dibacakan dalam video yang beredar itu sama dengan sembilan tuntutan tim hukum kubu Anies-Muhaimin dalam sengketa Pilpres 2024 di MK, yang diberitakan  <a href=""https://www.cnbcindonesia.com/research/20240327100856-128-525833/lengkap-ini-9-tuntutan-anies-imin-di-sidang-sengketa-pilpres-mk"">CNBC Indonesia</a>.

Sehingga bisa disimpulkan, suara dalam video yang beredar bukan dari Suhartoyo yang membacakan putusan, melainkan suara Bambang yang sedang membacakan sembilan poin tuntutan kubu Anies-Muhaimin.

Jadwal Persidangan MK

 <a href=""https://www.kompas.com/tren/read/2024/03/26/083000665/tahapan-dan-jadwal-sidang-sengketa-hasil-pemilu-2024"">Tahapan proses sengketa Pilpres 2024</a>  di MK dimulai dengan pengajuan permohonan dari pemohon yang bisa dilakukan pada tanggal 21 sampai 23 Maret 2024. Tahap berikutnya adalah pemeriksaan pendahuluan pada 27 Maret 2024.

Persidangan pertama atas kasus sengketa Pilpres 2024 dilaksanakan 28 Maret 2024, lalu persidangan kedua pada tanggal 1 sampai 18 April 2024. Pengucapan putusan akan dilaksanakan tanggal 22 April 2024. Artinya, saat ini proses di MK belum sampai pada tahap pembacaan putusan hakim.

Yang menjadi hakim dalam proses persidangan ini adalah Ketua MK Suhartoyo, Wakil Ketua MK Saldi Isra, serta enam hakim konstitusi, yakni Arief Hidayat, Enny Nurbaningsih, Daniel Yusmic P Foekh, M Guntur Hamzah, Ridwan Mansyur dan Arsul Sani.","https://www.facebook.com/syahril.yeng.5/posts/pfbid02DC8vwPo5aMbcP8jT7gjbtQk5cWV3ndhrbH68sVbbDmoK8Q6gYxAJcRyUj72Hb5t2l
https://megalodon.jp/2024-0330-1428-50/https://www.facebook.com:443/syahril.yeng.5/videos/395197969912677
https://www.facebook.com/groups/98504498425/?multi_permalinks=10161253942188426&amp;hoisted_section_header_type=recently_seen
https://www.facebook.com/groups/962919028190018/?multi_permalinks=1137942150687704&amp;hoisted_section_header_type=recently_seen
https://twitter.com/H4T14K4LN4L42/status/1773733887476425158
https://www.youtube.com/watch?v=i-x_VvmcFC8
https://www.youtube.com/watch?v=8maIVsUoGP0
https://www.cnbcindonesia.com/research/20240327100856-128-525833/lengkap-ini-9-tuntutan-anies-imin-di-sidang-sengketa-pilpres-mk
https://www.kompas.com/tren/read/2024/03/26/083000665/tahapan-dan-jadwal-sidang-sengketa-hasil-pemilu-2024
https://wa.me/6281315777057
mailto:cekfakta@tempo.co.id
",,,https://statik.tempo.co/data/2024/04/01/id_1291899/1291899_720.jpg,https://statik.tempo.co/data/2024/04/01/id_1291901/1291901_720.jpg,4/1/2024,"cekfakta, cekfakta-tempo","

Verifikasi Tempo menyimpulkan narasi yang mengatakan video yang beredar memperlihatkan Ketua MK Suhartoyo membacakan putusan hakim MK atas sengketa Pilpres 2024, adalah klaim keliru.

Video yang beredar sesungguhnya gabungan dari bagian-bagian video pembacaan tuntutan dalam sengketa Pilpres 2024 di MK. Video telah direkayasa sehingga seakan-akan memperlihatkan pembacaan putusan hakim, padahal bukan.","[{'claim_date_published': '2024-04-01', 'claim_url': 'https://cekfakta.tempo.co/fakta/2846/keliru-video-yang-diklaim-putusan-mk-terkait-sengketa-pilpres-2024', 'claim_title': 'Keliru, Video yang Diklaim Putusan MK Terkait Sengketa Pilpres 2024', 'claim_author_name': 'Tempo', 'claim_rating_value': '1', 'claim_author_type': '1', 'claimed_item_author_name': 'Tempo', 'claimed_item_author_type': '1', 'claimed_item_url': 'https://cekfakta.tempo.co/fakta/2846/keliru-video-yang-diklaim-putusan-mk-terkait-sengketa-pilpres-2024', 'claimed_item_published_date': '2024-04-01'}]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
481,Mafindo,Hoax,Misleading Content,Klaim Anies Rakyat Tidak Percaya Proses Demokrasi di Indonesia,“Akhirnyaaaa....Prabowo Mengakui Kecurangan Pemilu 2024 dan dia pun sadar bahwa dirinya tak lama lagi hidup untuk apa jabatan katanya.”,"Beredar sebuah video di whatsapp yang menampilkan sosok Prabowo Subianto sedang duduk di depan perpustakaan pribadinya dan menyampaikan hal-hal terkait dugaan kecurangan Pemilu. Video tersebut disebarkan dengan klaim Prabowo mengakui kecurangan pada Pemilu 2024.
Setelah dilakukan penelusuran, didapati fakta bahwa video yang digunakan merupakan potongan dari video di kanal Youtube Prabowo pada tahun 2014 dengan judul “Pesan Video Prabowo Subianto | 25 Juli 2014”. Dalam video berdurasi 23 menit 27 detik itu, Prabowo menyampaikan banyak hal, termasuk adanya dugaan kecurangan pada Pemilu 2014 yang telah digelar pada 9 Juli 2014.
Diketahui pada Pemilu 2014 lalu, Prabowo menduduki nomor urut 01 bersama dengan Hatta Rajasa, dan nomor urut 02 diduduki oleh pasangan Joko Widodo dan Jusuf Kalla. Pada pemilu tersebut, Jokowi – Jusuf Kala memenangkan kontestasi Pemilu dengan perolehan suara 53,15%.
Namun, pasangan Prabowo-Hatta menyatakan bahwa terdapat kecurangan-kecurangan yang masif dan sistematis dalam pergelaran pesta demokrasi tersebut.
“Dalam pemilihan presiden yang baru lalu, kita temukan kecurangan-kecurangan yang terlalu banyak, kecurangan-kecurangan yang terlalu masif, yang terlalu sistematis. Kita juga mengalami bahwa penyelenggara pemilu tidak adil, memihak salah satu kontestan,"" ujar Prabowo pada Video yang beredar di menit 6.22 hingga 8.00.
Dengan demikian, klaim pada narasi yang menyebutkan bahwa video tersebut berkaitan dengan Pemilu 2024, tidak benar.","(1)    https://youtu.be/S9pfcbCzprU?si=LX88NLYNi8WVBPpv
(2)    https://news.detik.com/berita/d-2648523/prabowo-pemilu-ini-sesungguhnya-gagal-pemilu-ini-tidak-sah",whatsapp.com,,https://turnbackhoax.id/wp-content/uploads/2024/02/Untitled-design_20240221_093857_0000-1024x1024.png,,2/21/2024,"cekfakta, tbh, Theme: Politic, Tool: Mixed, Sc: WA, Tc: Dream, Fu: FC, Evidence: Video, Scope: Domestic, Actor: Govt","Faktanya bukan terkait Pemilu 2024, video yang digunakan merupakan potongan dari video lawas Prabowo tentang pelaksanaan Pemilu 2014. Dalam video yang diunggah di akun YouTube Prabowo pada 25 Juli 2014 dengan judul “Pesan Video Prabowo Subianto”  itu, Prabowo menyampaikan berbagai hal, terutama terkait pelaksanaan Pemilu 2014.",[],"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
482,Detik,Non-Hoax,,JK Sebut Pemilu 2024 Terburuk Dalam Sejarah: Diatur Orang Pemerintahan dan yang Punya Uang,,,,,,,,,,,,
483,Detik,Non-Hoax,,"Pakar hukum: pelanggaran pemilu TSM bukan ranah MK, harusnya ke bawaslu",,,,,,,,,,,,
